,store_name,address,tel,category,star,detail,visit_review,blog_review,tag,image,review_sum
18441,애월리식당,제주 제주시 애월읍 애월해안로 907 1층,0507-1375-3733,"육류,고기요리",4.56,"애월 오션뷰 흑돼지 전문점
. 가성비 최고 점심특선 - 흑돼지와 김치찌개(공기밥)를 같이 먹을 수 있는 메뉴!!
- 점심특선은 AM 11:00 ~ PM 02:00 까지 가능합니다.
. 흑돼지 근고기 600g",712,2894,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220415_25%2F1649975851865HRLam_JPEG%2F1646383879028.jpg,3606
11393,천제연폭포,제주 서귀포시 천제연로 132 천제연폭포관리소,064-760-6331,폭포,4.47,"중문관광단지 부근, 천제교(天帝橋) 아래쪽에 상 ,중 ,하의 3단 폭포로 이어져 있다. 천제연 제1폭포는 길이 22 m, 수심 21 m의 소를 이루며, 이 물이 흘러내려 다시 제2 ,제3의 폭포를 만든다. 폭포의 양안 일대에는 난대림지대가 형성되어 있어, 한국에서는 희귀식물인 송엽란(松葉蘭) ,담팔수(膽八樹) 등이 자생하며, 그 밖에도 여러 가지 상록수와 덩굴식물 ,관목류가 무성하게 어우러져 있다. 이 난대림지대를 보호하기 위하여 천연기념물 제378호로 지정하였고, 특히 이 계곡의 담팔수는 지방기념물 제14호로 지정되어 있다.",4387,2882,기분 전환,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_207%2F1440992289833tONYr_JPEG%2F11491637_0.jpg,7269
2220,만장굴,제주 제주시 구좌읍 만장굴길 182,064-710-7903,문화재,4.35,"1962년 12월 3일 김녕사굴과 함께 천연기념물 제98호로 지정되었다. 총길이 8,928m, 폭 2~23m, 천정높이 2~30m이다. 1977∼1986년까지 한·일합동조사가 실시되었다. 

제주에는 화산 용암의 침하운동으로 생성된 천연동굴이 많은데, 만장굴도 그 중의 하나로 석주(石柱)·종유석(鍾乳石) 등이 장관을 이루어 동굴 내부의 규모는 세계적이다. 오래 전부터 주민들 사이에 ‘만쟁이굴’이라는 속칭으로 알려졌으나, 세상에 널리 공개된 것은 1958년 이후였다. 동굴이 같은 방향으로 2중·3중으로 발달한 것도 만장굴의 지형적 특징이다. 박쥐를 비롯하여 땅지네 ·농발거미·굴꼬마거미·진드기·가재벌레 등의 동굴 생물이 서식하고, 남조류(藍藻類) 및 녹조류의 식물도 찾아볼 수 있다. 내부의 지형이 험해서 탐사시간이 오래 걸린다.",4094,2867,기분 전환,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_156%2F1441004111234SdSre_JPEG%2F11608192_0.jpg,6961
15381,벵디 월정리 본점,제주 제주시 구좌읍 해맞이해안로 1108,0507-1393-7842,한식,4.5,"테이스티로드, 밤도깨비 등 각종 유명 예능프로그램에 제주 월정리 인근을 대표하는 맛집으로 자주 소개되었던 곳으로, 제주 현지에서 많이 판매되고 있는 '돌문어 덮밥' 의 원조집입니다. 

매콤 짭쪼름하게 양념되어 있는 쫄깃한 돌문어를 고슬고슬 밥 위에 올려, 예열된 그릇 위에 함께 제공되는 방식으로 취향껏 자유롭게 잘라 먹을 수 있습니다. 쫄깃한 문어의 식감과 양념의 감칠맛이 조화를 이루어 제주 동쪽 코스를 여행할 때는 꼭 필수로 들러야 하는 코스가 되었고요. 이 메뉴를 흉내내는 식당들이 우후죽순 많이 생겨날 만큼 명실상부 벵디를 대표하는 메뉴입니다.

또, 최근 각종 미디어에서 스포트라이트를 한창 받고 있는 뿔소라 톳덮밥도 빼 놓을 수 없는 대표 메뉴인데요, 짭짤하고 깊은 맛이 살아있는 간장소스를 꼬들꼬들한 식감이 제대로인 뿔소라와 톳 위에 부어 비벼 먹는 메뉴로 돌문어덮밥과 어깨를 나란히 하는 이곳의 인기 메뉴라고 하네요.

피크 시간대나 성수기 때에는 길게 늘어선 웨이팅 줄이 늘 있는 곳으로 '월정리 밥집' 혹은 '월정리 가면 꼭 가 봐야 하는 집' 이라는 타이틀을 늘 달고 다니는, 연예인들과 방송 미디어가 사랑하는 인기 식당입니다.",2025,2866,"분위기 있는, 든든한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20210304_103%2F1614818780527CV59I_JPEG%2F05f4c82a-7c83-11eb-a4f6-505dac8c385b_03.jpg,4891
14002,더클리프,제주 서귀포시 중문관광로 154-17,0507-1312-8866,"카페,디저트",4.28,"The Cliff
CAFE / BEACH PUB / LOUNGE / THE CLIFF GOODS SHOP

중문해수욕장에 위치한 저희 더클리프는 수제 피자, 수제버거등을 판매하는 다이너와 썬셋라운지, 프라이빗 공간을 포함한 복합 어뮤즈먼트 공간으로, 중문 해변과 썬셋을 감상하실 수 있는 환상적인 뷰를 가지고 제주 최고의 잇 플레이스가 되고자 합니다.

더 클리프에서는 제주를 기반으로 다양하고 재미있는 파티와 문화공연, 페스티벌을 기획하고 있으며, 하우스와 테크노에 흠뻑 젖을 수 있는 디제이 파티도 즐길 수 있습니다. 평일 오후 4시부터 마감까지, 주말 오후 1시부터 마감까지 디제잉공연을 하고 있습니다. 매일 새롭고 유니크한 장소, 세련된 음악을 원하시는 분들, 더클리프에서 멋진 오션 뷰와 썬셋을 감상해 보시기 바랍니다.

버거,피자, 펍,커피,음료, 호프, 라운지, 칵테일",3354,2832,"디저트 맛집, 분위기 있는, 파릇파릇한",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211115_37%2F1636943232649FFh0b_JPEG%2F1635731483826-0.jpg,6186
14512,몽상드애월,제주 제주시 애월읍 애월북서길 56-1,010-4419-3431,카페,4.18,제주 노을이 가장 가까이 위치에 있는 바다 앞 카페,770,2764,"커피 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220715_276%2F1657871822408UthB8_JPEG%2FE0DD7699-1532-4621-A718-67219A87BFCD.jpeg,3534
9704,표선행복한식당,제주 서귀포시 표선면 표선동서로 268-1,064-787-7766,한정식,4.54,"표선에서 오랫동안 도민 분들에게 사랑받고 있는 곳이며, 저렴한 가격으로 어머니의 손맛을 느낄 수 있는 곳 입니다.

커플, 가족, 단체손님 들이 오셔서 식사 하시기에 불편함 없도록 준비되어 있으며, 근처에 해비치호텔 과 리시온호텔이 있어 아침에 식사 하시기에 좋습니다.

표선행복한식당 을 찾으시는 손님들에게 항상 따뜻한 밥과 친절한 서비스로 맞이하고 있습니다.

제주도의 향토음식을 '백록담한상' '한라산한상' '일출봉한상' '올레길한상' 으로 다양하게 즐길 수 있으며, 
고급 한정식 전문점 처럼 코스로 하나하나 깊은 맛을 즐기실 수 있습니다.",592,2686,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200427_34%2F1587976046070De15m_JPEG%2F9SuCGJvso23GINaisAWiLjIf.jpg,3278
15291,중문수원음식점,제주 서귀포시 천제연로 83,064-738-3875,향토음식,4.55,"저희 중문수원음식점은 제주도를 대표하는 향토음식점으로 제주산 은갈치구이, 조림 전문 음식점입니다.
26년동안 한자리에서 한결같은 정성으로 손님 여러분을 모시고 있습니다.앞으로 100년을 이어갈 진정한 맛집입니다.",1400,2636,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220517_179%2F1652737870260bB7sL_JPEG%2F1651490186762.jpg,4036
18761,랜디스도넛 제주애월점,제주 제주시 애월읍 애월로 27-1,0507-1458-0610,도넛,4.4,None,5107,2629,"디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_244%2F16498115583776Owow_JPEG%2F3%25C3%25FE%25C5%25D7%25B6%25F3%25BD%25BA.jpg,7736
17118,해녀와바다,제주 제주시 도두항서길 26 가동 2층,0507-1332-0040,향토음식,0,"- 제주공항근처 바닷가전망 해녀와바다 -

고급회정식과 제주산 통갈치요리를 전문으로 하고 있습니다. 그외에도 계절별로 물회 및 해물뚝배기,생선구이등 다양한 제주도향토음식을 즐길수 있습니다. 200석 규모로 단체회식 및 각종모임을하기에 최적장소로 자부합니다. 매일매일 신선한 재료로 정성껏 모시겠습니다. 제주공항 10분거리 '해녀와바다' 꼭 잊지마세요^^",895,2622,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201113_12%2F1605272535387PLV8Q_JPEG%2FnMjoCK2-clQ2HMNAL9JXH10K.jpg,3517
11801,섬마을 운정이네,제주 서귀포시 중산간서로 726 섬마을운정이네,064-738-3883,"해물,생선요리",4.44,"아무리 사는게 힘들어도 방문하는 손님에게는 넉넉한 식사 한 끼를 대접한다는 부모님과의 생전 기억에서 배운 것들로 내 딸 운정이를 생각 하는 마음으로 정성과 진심을 다해 차려내는 상차림을 모티브로 넉넉한 음식을 손님상에 담아내는 정직하고 전문적인 음식점 입니다.

초심을 잃지 않고 현재에 만족하지 않으며, 맛있는 음식을 차려내기 위해 끊임없이 노력하는 섬마을 운정이네로 오십시오.",1149,2621,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220718_245%2F16581127913917ukcO_PNG%2F%25C8%25C4%25B1%25E2%25B8%25A6_%25BA%25CE%25C5%25B9%25C7%25D8-001.png,3770
6148,용두암 엄마 해장국,제주 제주시 용마로 24,0507-1411-5017,한식,4.72,"최근에 연예인 김대희님, 조현님이 방문해주시고 극찬한 해장국집입니다.

1)48석 식사 가능합니다. 테이블 간격도 넓은 편입니다.

2)굉장히 깨끗하고, 고급스럽습니다.

3) 보통의 공항근처 식당들은 오픈시간이 11시 정도이기 때문에 아침식사하기가 어려운 경우가 많습니다. 그래서 대충 먹거리로 떼우거나 하는데, 용두암 엄마 해장국은 아침 6시부터 열어서, 손님분들이 든든한 아침과 함께 제주도 여행을 시작하실 수 있도록 하였습니다.

4)무쇠 가마솥에 끓이기 때문에 맛이 굉장히 깊습니다.

5)최고급 식자재로 최고의 식사를 대접하기 위해 식자재 선정에 있어서 굉장히 까다롭게 하고 있습니다.

6)전복스지탕에 들어있는 전복은 활전복이 들어가기 때문에 식감이 좀 더 쫄깃하고, 국물 의 깊은 맛이 일품입니다.

7)용두암에서 차로 2분거리에 위치해 있습니다.(제주공항에서 5분)

8)주차는 공영주차장도 바로 앞에 있고, 길에 주차하셔도 전혀 무관합니다.",1326,2578,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220307_287%2F1646617848830yf8JL_JPEG%2FKakaoTalk_20220307_104537981.jpg,3904
8062,제주미향,제주 서귀포시 천제연로 99 제주미향,0507-1405-8589,"해물,생선요리",4.58,"중문관광단지내 픽업서비스 가능합니다~!!

제주의 푸른바다 여미지식물원 선녀다리가 한눈에 보이는 전망좋은 중문맛집. 넓은주자창 1.2층의 규모있는식당으로 2층 베란다테이블에서의 식사는 제주관광의 의미를 더해줍니다. 중문에서 가장 넓은 규모를 자랑하기 때문에 단체예약이 가능하며, 음식의 퀄리티도 다른 중문맛집과 비교를 불허할정도로, 최고의 한상을 대접받을 수 있습니다. 제주도에 왔다면, 중문맛집으로 유명한 제주미향을 들리시면 절대 후회없는 식사를 맛볼 수 있습니다.",1261,2572,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181128_230%2F1543396240754xSeTA_JPEG%2FeyuhOBc2jPsNz4bdMnK8jUG-.jpg,3833
16537,월드컵흑돼지,제주 서귀포시 월드컵로 74,064-738-3292,돼지고기구이,4.81,"고품격 구이문화의 선두주자 제주도월드컵흑돼지 입니다. 
구이가 정통삼겸살 전문점으로서 고기에 대한 끊임없는 연구를 통해 고기를 제대로 알고, 질 좋고 맛있는 삼겹살을 만들어 갑니다. 
제대로 알고, 건강하게 먹는 것이 정통으로 먹는 것이다. 고기 한 점을 먹더라도 제대로 먹자, 건강하게, 맛있게!",1260,2544,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220425_135%2F1650875146945hJYlA_JPEG%2F1650874910710-4.jpg,3804
16078,돌카롱 제주공항점,제주 제주시 서광로2길 27-2,0507-1300-5261,"카페,디저트",4.35,돌카롱 입니다.,1019,2500,"디저트 맛집, 분위기 있는",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190819_178%2F1566175078798z42Fw_JPEG%2FIGSwDHASlHFsb5KXNoxgx49U.JPG.jpg,3519
13272,해성도뚜리,제주 제주시 애월읍 애월해안로 682,064-713-6321,돼지고기구이,4.44,한번만 오신분은 없습니다 최상의 품질과 서비스로 보답하겠습니다,1197,2467,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220524_48%2F1653402675822jf6cs_JPEG%2Fimage.jpg,3664
18359,숙성도 노형본관,제주 제주시 원노형로 41 1층,0507-1335-5211,돼지고기구이,4.55,"* 제주도내 코로나19 확산이 
지속됨에 따라 사회적거리두기 시행으로
운영시간을 임시로 변경하오니 이용에 
착오없으시길 바랍니다. * 

안녕하세요 제주 숙성도입니다.
SBS 스페셜 539회
2019 돼지의 품격에 출연한 
제주 숙성도!!

오직 숙성도에서만 맛보실 수 있는
숙성된 난축맛돈으로 품격 있는 숙성의 맛을
느껴 보시기 바랍니다. 감사합니다.",2602,2463,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181027_50%2F1540620793086Xjlmm_JPEG%2FDHKknkQwkfax0y2xVYw9bC_2.jpeg.jpg,5065
11323,제주김만복 동문시장점,제주 제주시 북성로 65,064-752-8582,김밥,4.36,"제주김만복 동문시장점은 시장 내에 있지 않고 삼도119센터, 라마다호텔 부근에 있습니다.

전복김밥이라 불리는 만복이네김밥, 전복컵밥, 전복주먹밥 등 
다양한 전복요리를 맛 볼 수 있습니다.
제주도에서 맛있는 한끼하고 가세요. (테이크아웃만 가능)

매일 07:00-20:30 
재료 소진시 조기마감


(주)폴리포니홀딩스 / 844-81-00845",3010,2416,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200330_171%2F1585555409978NvliR_JPEG%2FNLl_V8hgufh2iEoyaNRoON5D.jpg,5426
4750,흑돼지제주정,제주 서귀포시 표선면 민속해안로 577 흑돼지제주정,0507-1382-3082,돼지고기구이,4.67,"표선 흑돼지 맛집
1.친절하고깨끗해요,질좋은제주흑돼지만을 고집합니다
2.원적외선불판 냄새연기없이 건강하게 즐기세요
3.셋트차림이있어 흑돼지랑 식사도 풍성하게 즐기세요
4.해물도 함께드셔보세요 전복새우도 흑돼지랑 함께
5.불판에 고사리.김치.콩나물도 함께구워드세요
6.그날그날만드는 깔끔하고맛있는 밑반찬입니다
7.아기의자 비치 되어있어요
8.제주민속촌 무료주차장에서 도보1분입니다.

항상 최선을다해 모시겠습니다^^",952,2382,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181110_278%2F15417890540328pEkP_JPEG%2FqYEEgm9vUHTLrONyPe5vXygF.jpg,3334
11000,제주진미마돈가 본점,제주 서귀포시 안덕면 대평감산로 17 제주진미마돈가본점,0507-1402-2346,"육류,고기요리",4.61,"제주에서인정한 제주말고기판매인증점제주산말고기,제주산흑돼지전문점
제주진미 마돈가입니다

저희 말고기는 호마.몽고마.같은 저급 말은 사용하지않으며 
청정제주 말 만을사용하며 돼지고기 또한 프리미엄급 제주 암돼지만을 고집하고 있습니다

음식과 맛을 자부하며
최상의 말고기와 프리미엄 돼지고기의 맛 을 느끼실수있습니다
말고기는 코스로도 단품으로도 주문되며 저희 한정판매 흑돼지오겹살도 적극 추천드립니다",491,2380,든든한,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191020_260%2F1571562963061XQMb3_JPEG%2Fs3iCD1dfMcrJ7p4SePVnZ6Fw.jpg,2871
