,store_name,address,tel,category,star,detail,visit_review,blog_review,review_sum,image
13195,보슬보슬,서울 강남구 테헤란로8길 22 1층 102호,02-6014-1245,종합분식,4.38,"찾아주셔서 감사합니다. 계란으로 FLEX! 하는 보슬보슬입니다.
하루에 1,200개가 넘는 계란을 까는데만 한시간 걸리고 굽는데만 반나절이 걸립니다.
시그니처 김밥인 키토김밥부터 다양한 재료로 가득 채운 김밥들, 메뉴 하나하나 신선한 재료로 정성들여 만듭니다.

*매일 준비한 재료로 소진 시 영업 종료 되는점 양해부탁드립니다.

포장, 단체주문예약, 무선인터넷, 남녀화장실구분
주차장은 근처 오피스텔or빌딩or역삼1동사무소의 유료 주차장을 이용해주세요~

또한 많은 예비창업자 분들의 가맹문의로 인해 본격적인 가맹사업을 시작하려고 합니다.
가맹관련 궁금하신 사항은 아래 번호로 문의주세요! 가맹문의: 1533-1097",5087,1761,6848,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210907_72%2F1630983381988NvvDu_JPEG%2FW_DJylR-YC9FDxR400BI57XL.jpg
6416,버거킹 종로점,서울 종로구 종로 94,02-2285-4838,햄버거,4.39,None,6655,145,6800,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_101%2F14410383204588opxN_JPEG%2F11782345_0.jpg
27007,워킹온더클라우드,서울 영등포구 63로 50 59층,0507-1400-5904,양식,4.69,"Romantic Sky Dining
한강과 서울 도심이 한눈에 내려다 보이는 유럽 정원풍 분위기의 가든 레스토랑에서의 식사를 즐길 수 있는 공간으로 구성된 로맨틱 다이닝 레스토랑 입니다.

* 사전 예약 필수이며,
 당일방문(워크인,Walk-in) 고객의 입장이 제한됩니다.

[ 운영 시간 ]
- 주중 런치 가든샐러드바 11:30 - 15:00
- 주말,공휴일 런치 (가든샐러드바 / 코스)
 런치 1부: 11:00 - 13:00
 런치 2부: 13:30- 15:30

-주중 디너 코스 17:30 - 22:00
-주말,공휴일 디너 1부 17:00 - 19:00
-주말,공휴일 디너 2부 19:30 - 21:30

* 좌석 수
- 가든레스토랑 100석
- ROOM 2실 (6 - 40석)
- 연인석 32석

* 예약문의
 02.789.5904",5057,1670,6727,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180616_72%2F1529118628525QSC5c_JPEG%2F63_31159.jpg
28567,아웃백스테이크하우스 상봉점,서울 중랑구 망우로 293,0507-1306-8491,패밀리레스토랑,4.42,"아웃백 스테이크하우스는 전 세계 21개국 1,000여 개 매장을 보유한 세계적인 캐주얼 다이닝 스테이크 레스토랑 브랜드입니다. 호주 대 자연의 아름다움과 따뜻함을 느낄 수 있는 매장 인테리어와 함께 홈메이드 방식으로 조리되는 신선하고 풍부한 메뉴를 만날 수 있습니다. 호주산 소고기만을 사용하는 아웃백의 대표 메뉴 스테이크는 육즙이 풍부하고 부드러운 부위만을 엄선하여 고기가 가장 맛있는 따뜻한 온도의 플레이트 위에 제공하여 최상의 맛을 경험할 수 있도록 합니다.",5877,792,6669,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211216_58%2F1639622526384pUb9q_JPEG%2F%25BE%25F7%25C3%25BC_%25BA%25ED%25B7%25A2%25B6%25F3%25BA%25A7.jpg
11333,어거스트 힐 강남점,서울 강남구 강남대로106길 25,0507-1478-8013,양식,4.56,"7월 14일 목요일 오후 17시부터 7월 15일 금요일 17시까지 매장 내부 수리로 인해 오전영업으 하지 않습니다. 방문에 유의부탁드립니다.
*내부 정책으로 인해 주류 이용이 불가합니다*
이용시 유의 부탁드립니다 !

< 주차 안내 >

* 전용 무료 주차는 2대 까지만 가능하십니다.
 (주차장 예약 불가)
* 유료 주차장 한팀당 한대만 30분 (3,000원) 만 지원이 가능합니다. 자체적으로 전체 부담을 하는 부분이라 많은 지원
드리지 못하는 점 양해 부탁드립니다.
* 매장 뒤 유료 주차장이 만차인 경우
 유료 주차장은 저희가 운영을 하는 곳이 아니기에 자리 관련해서 100% 안내를 해드릴수 없습니다. 만차시에는 개인적으로 주차를 해야 되는 부분에 대해서 죄송하며 양해 부탁드립니다.
** 세명주차장 (02-555-4272)

강남역/신논현역에 위치한 가성비 좋고, 분위기 좋은 어거스트 힐 강남점 입니다.
고담 강남점이 '어거스트 힐'로 상호명만 변경됐습니다.
기존 고담만의 가성비 좋고, 맛있는 메뉴 구성과 인테리어를
그대로 가지고 상호명만 새롭게 변경됐으니 참고바랍니다.
더 분위기 좋은 공간으로의 '어거스트 힐' 많은 방문 기다리겠습니다.",5089,1570,6659,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180726_6%2F1532595749647s1gR9_JPEG%2FWkdXX8CQFijxaIKhSORjQ_i3.jpg
29838,맥도날드 서울둔촌DT점,서울 강동구 양재대로 1382,070-7209-0555,햄버거,4.45,None,6510,108,6618,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDA3MjFfMjMy%2FMDAxNTk1MjU5NDI5Njgx.Ibl7NKvoCTCWyA8jPMkzXF5aoZxhYUgNZ9tzbCklp0Ug.esCAdFsnZVYLcY7IGjNvYv1w2qhpSckV4bm0rDkvhmsg.GIF.aaaaaaap%2FGIF_2020-07-21_%25BF%25C0%25C0%25FC_12-34-38.g
20331,파리바게뜨 노원중앙점,서울 노원구 노해로 494 고려빌딩 101~103호,02-938-0089,베이커리,4.31,파리바게뜨 노원중앙점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,6561,43,6604,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220409_91%2F16494827710704Rutn_JPEG%2F20220409_143724.jpg
7923,비앤헤어 강남점,서울 강남구 테헤란로4길 6 센트럴푸르지오 3층 비앤헤어,0507-1378-1991,미용실,4.92,"BIENHAIR강남점 이벤트 자세한 안내사항

1. 염색/열펌 88.000원 이벤트 진행중입니다

2. 클리닉 58.800원 기장추가 1만원만 추가됩니다

3. 탈색 49,000원 기장추가 1만원만 추가됩니다

4. 탈색 무제한 이벤트 178,000원

5. 커트/드라이 할인이벤트 진행중(이벤트중복할인 불가능)
- 커트 최대 2000원할인
- 드라이/다운펌/부분펌 최대 2000원할인

6. 입장시간은 예약시간 10분전까지 입니다. 입장시간 늦을시 대기시간이 발생합니다.

**직급디자이너시 시술비 추가요금안내**
수석 1만원
실장 1.5만원
원장 2만원",5845,666,6511,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20220507_110%2F1651911788314ue70e_JPEG%2Febe15717-cdde-11ec-b8ef-d4f5ef5906a4_03.jpg
27935,포비 광화문,서울 종로구 종로3길 17 디타워 relace 광화문 1층 21호,02-2251-8125,베이글,4.53,"* 연중무휴
* 주차 가능 : D타워 주차장(최대 2시간 무료)을 이용해주세요.
* 추석에는 주말 영업 시간으로, 별도의 휴일 없이 운영 됩니다:D",4717,1781,6498,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180718_99%2F1531886095927sdFbz_JPEG%2F-BK7bS9jupIK5zYbHZCqJdYg.JPG.jpg
11708,던킨 시청역점,서울 중구 세종대로 93 광학빌딩 1층,02-778-3122,도넛,4.41,던킨 시청역점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,6343,139,6482,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_67%2F1441044156962OFalf_JPEG%2F11803581_0.jpg
14113,마호가니커피 타임스퀘어점,서울 영등포구 영중로 15 타임스퀘어 3층,0507-1471-8881,카페,4.36,"마호가니

예로부터 서양의 커피 장인들은
로스팅이 잘 된 원두를 일컬어 마호가니! 라고 외쳤다고 합니다.

마호가니 나무 속 색깔이
잘 볶아진 원두의 색과 닮았다고 하여 붙은 표현입니다.

평등의 커피를 지향하는 마호가니는 

소수의 전유물처럼 여겨지는 값비싼 스페셜티 커피가 아닌,
세상 모든 사람들에게 한결같은 커피와 서비스를 제공할 것입니다.

균형잡힌 커피, 질 좋은 커피를 위해
끊임없이 소통하며 연구하고 노력할 것입니다.

항상 변함없이 솔직하고 담백한 모습으로
오랜 친구같은 커피와 공간을 만들겠습니다.",5919,515,6434,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220316_267%2F1647406288557gfCmi_JPEG%2F1647406109998-0.jpg
4439,광화문미진,서울 종로구 종로 19,02-730-6198,국수,4.39,1954년 개업 전통있는 메밀국수집,3997,2383,6380,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_172%2F1441051761354T0EjR_JPEG%2F96763506973458_0.jpg
20139,이디야커피랩,서울 강남구 논현로 636 이디야빌딩,02-545-6467,카페,4.46,"완벽한 커피 한 잔을 위해, 최고의 커피 전문가들이 끊임없이 연구하는 이디야커피랩입니다.",4192,2161,6353,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211123_60%2F1637643235401CfycL_PNG%2F%25C8%25AD%25B8%25E9_%25C4%25B8%25C3%25B3_2021-11-23_135329.png
1288,러스트 베이커리,서울 영등포구 경인로79길 15,070-8805-0815,베이커리,4.41,문래동 러스트 베이커리 입니다.,4146,2192,6338,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180711_212%2F1531237463442bvKCB_JPEG%2F5WsESmsaBtCEQoQe8PPNbO6b.jpg
26206,보그헤어 우장산역점,서울 강서구 강서로 242 강서힐스테이트 2층,0507-1414-5542,미용실,4.91,"*시술전 얼굴형,모질,두상,체형에따라 모발진단과 디자인상담,금액상담후에 시술 진행해드립니다 ^^
7월 Summer event >>네이버예약+ 리뷰작성시 선물증정이벤트!
< 할인 코스 EVENT >

※이벤트 메뉴는 펌이나컬러로 예약 후 방문하셔서 시술전 모발진단과 상담후에 시술하실수있습니다~!

- 남성 추천 코스 -
컷 + 다운펌 + 디자인펌 + 눈썹정리
 80,000원 -> 56,000원

- 여성 모발클리닉 추천 코스 -
모발에 윤기와 건강함을
시세이도 모발클리닉 풀케어 ( *기장추가 없음 )
 100,000원 -> 59,000원

- 남 여 공통 추천 코스 -
아름다움과 동안의 머리색상관리
뿌리염색2cm + 단백질케어 + 눈썹수정
 90,000원 -> 39,000원

- 염색 추천 코스 1 -
아름다움의 색상으로 나를 빛내다
옴브레디자인탈색 + 염색 + 단백질케어
 215,000원 -> 155,000원

- 염색 추천 코스 2 -
개성있는 색상으로 나를 돋보이다
탈색 + 탈색 + 염색 + 두피보호제
 290,000원 -> 199,000원

- 학생 찬스 코스 -
개성과 날 사랑하는 학생들께 추천
열펌, 염색 40% 할인

※이벤트 메뉴는 펌이나 컬러로 예약 후 방문하셔서 시술전 모발진단과 상담후에 시술하실수있습니다~!

< 별도 멤버쉽 할인 >
펌, 염색 20%
컷, 드라이 10%
(*코스 할인과 중복되지 않습니다. )

강서구 화곡동 우장산역 2번출구에 위치한
보그헤어 우장산역점은 '코로나19 예방'을 위해 1일 1회 방역,소독을 하고 있습니다.
또한 매장내 열감지기 & 손소독제를 비치 하고 있으며
직원들의 철저한 위생관리 & 마스크착용 의무화를 지키고 있습니다.

예약문의 02-2607-5542

+ 자세한 문의사항은 '전화'나 '네이버 톡톡' 으로 문의 주세요
+ 시술금액은 정확한 전화상담이 어려우니 매장으로 방문하셔서
 차한잔 드시면서 담하시면 정확한 메뉴와 가격을 알수있습니다.

주차 지원을 하고 있습니다.

< 예약 시간 >
월.화.수.목.금.일 요일은 -8시30분까지 영업합니다.
펌은 저녁 6시 30분 까지,
염색은 저녁 7시 00분 까지 예약 가능합니다.

토요일은 -9시 까지 영업합니다.
펌은 저녁 7시 00분 까지,
염색은 저녁 7시 30분 까지 예약 가능합니다.

반한 나를 찾고, 반한 나를 알고
반한 나를 보여주고, 반한나를 만들어 주는곳
보그헤어 우장산역점

< 양해 부탁 >
미용서비스업의 특성에 따라 시술시 부득이 하게 대기가 발생할 수 있습니다.
한분 한분 최고의 서비스로 보답해 드리기 위해
약간의 대기가 발생할 수 있는점 미리 양해부탁 드립니다.

< 추가 요금 발생 안내 >
기장/모발/제품/디자이너 직급에 따른 추가비용이 발생할 수 있습니다.
추가요금 발생시 차액은 현장에서 추가 결제합니다",5566,747,6313,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220713_23%2F1657679945494YcbAD_JPEG%2FKakaoTalk_20220713_110539687.jpg
26208,을밀대 평양냉면,서울 마포구 숭문길 24,02-717-1922,냉면,4.37,포장가능.,2759,3457,6216,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190824_26%2F1566576446234jop7L_JPEG%2FGm9Zkvo9_P6iIu7h4kvwxEr5.JPG.jpg
8641,호호식당 익선,서울 종로구 익선동 170-1,0507-1315-2384,일식당,4.5,"대학로의 유명한 호호식당이 익선동에 문을 열었습니다. 
호호식당은 봄, 여름, 가을, 겨울 자연의 맛을 고스란히 담은 20여 가지의 일본가정식 메뉴와 곁들임 음식이 정성껏 준비되어 있습니다. 일반적인 식당과는 다른 조금은 특별한 분위기에서 정성스런 일본가정식을 즐길 수 있는 멋과 맛이 있는 곳입니다. 소중한 분들과 좋은 추억을 쌓기에 근사한 장소로 추천드립니다.",4678,1515,6193,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181002_103%2F1538407371194nlUKe_JPEG%2FcO3C7ZXp9c1X3O8_AHGrSabe.jpg
17728,스타벅스 홍대역점,서울 마포구 양화로 165,1522-3232,카페,4.46,주차 불가능,5873,264,6137,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png
19615,롯데리아 소공2호점,서울 중구 을지로 30,02-756-7858,햄버거,4.38,"한우불고기 7,000원 ~ 8,700원 
와규에디션2 5,800원 ~ 7,600원 
AZ버거 6,600원 ~ 8,300원 
폴더버거 비프/핫치킨 5,700원 ~ 7,500원
포테이토 1,500원 
치킨하프백(2인분) 9,300원 
아메리카노 2,000원",6084,47,6131,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200811_225%2F1597148550379WQrYC_JPEG%2Fimage.jpg
24902,라라브레드 송파점,서울 송파구 오금로16길 4,1800-1990,"카페,디저트",4.44,"매일매일 직접 바로 구운 빵과 신선한 재료로
다양하고 맛있는 식빵 브런치와 디저트로 가득 채운
오픈샌드위치가 맛있는 라라브레드입니다 :)",3602,2509,6111,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210728_167%2F1627451229463DW0km_JPEG%2FAb1YpuedUlpo5nGk2P5vYDV4.jpg
938,빕스 대방점,서울 동작구 노량진로 2,0507-1363-1997,패밀리레스토랑,0.0,"빕스만의 특별한 스테이크를 맛볼 수 있는 My No.1 스테이크 하우스, 빕스

'빕스에서는 고객님들의 안전을 위해 샐러드바 이용시 마스크 및 1회용장갑착용을 의무화합니다.'

엄선된 쇠고기를 다양하고 차별화된 조리방식으로 즐길 수 있는 빕스만의 스테이크와 계절별로 신선하고 풍성한 샐러드 바를 품격있고 세련된 분위기에서 즐길 수 있는 곳, 빕스!
소중한 사람들과 함께하는 고객님의 삶에 멋과 여유를 드리는 공간입니다.

*알려드립니다.*
-예약시간 15분 경과시 예약 취소되오니,
 변동사항 있을경우 전화 부탁드립니다.
-평일 런치이용 고객은 16시까지만 식사 이용 가능하며, 16시 이후에는 디너요금으로 변경됩니다.
-창가 좌석 및 룸, 특정 좌석 지정등은 반영 안될 수 있음을 알려드립니다.",5479,501,5980,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220627_100%2F1656325756846aIxTe_JPEG%2F%25BA%25F7%25BD%25BA-%25B7%25CE%25B0%25ED-524X524_1.jpg
27994,투썸플레이스 노원문화의거리점,서울 노원구 상계로 69 2층 투썸플레이스,0507-1331-2388,카페,0.0,"투썸플레이스 노원문화의거리점
 - 24시간 영업
 - 와이파이 개방
 - 주차불가",5889,83,5972,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220708_251%2F1657217462657KDhhv_JPEG%2F429AF554-5F26-4307-8CDF-C29E71C0B381.jpeg
18287,리에또,서울 서초구 방배천로4안길 20,0507-1400-5291,"스파게티,파스타전문",4.65,"사당역에 있는 캐주얼 레스토랑 리에또 입니다. 
리에또에서 사용하는 모든 육수와 소스는 5가지 한약재로 만들어 진다는 점 기억하시길 바랍니다^^
항상 다양한 음식으로 고객분들을 맞이 할수 있도록 노력하고 또 노력하겠습니다.
다양한 음식 즐기시길 바랍니다!!",5339,614,5953,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151128_214%2F1448687042407YE60d_JPEG%2F167078543421333_0.jpeg
